,Province_State,Country_Region,Lat,Long,Date,Confirmed,Deaths,Recovered
32800,Colombia,Colombia,4.5709,-74.2973,2020-05-24,21175.0,727.0,5016.0
32801,Congo (Brazzaville),Congo (Brazzaville),-0.228,15.8277,2020-05-24,487.0,16.0,147.0
32802,Congo (Kinshasa),Congo (Kinshasa),-4.0383,21.7587,2020-05-24,2141.0,63.0,317.0
32803,Costa Rica,Costa Rica,9.7489,-83.7534,2020-05-24,930.0,10.0,620.0
32804,Cote d'Ivoire,Cote d'Ivoire,7.54,-5.5471,2020-05-24,2376.0,30.0,1219.0
32805,Croatia,Croatia,45.1,15.2,2020-05-24,2244.0,99.0,2027.0
32806,Diamond Princess,Diamond Princess,0.0,0.0,2020-05-24,712.0,13.0,651.0
32807,Cuba,Cuba,21.521757,-77.78116700000002,2020-05-24,1941.0,82.0,1689.0
32808,Cyprus,Cyprus,35.1264,33.4299,2020-05-24,935.0,17.0,594.0
32809,Czechia,Czechia,49.8175,15.472999999999999,2020-05-24,8955.0,315.0,0.0
32810,Faroe Islands,Denmark,61.8926,-6.9118,2020-05-24,187.0,0.0,187.0
32811,Greenland,Denmark,71.7069,-42.6043,2020-05-24,12.0,0.0,11.0
32812,Denmark,Denmark,56.2639,9.5018,2020-05-24,11360.0,562.0,9900.0
32813,Djibouti,Djibouti,11.8251,42.5903,2020-05-24,2270.0,10.0,1064.0
32814,Dominican Republic,Dominican Republic,18.7357,-70.1627,2020-05-24,14801.0,458.0,8133.0
32815,Ecuador,Ecuador,-1.8312,-78.1834,2020-05-24,36756.0,3108.0,3560.0
32816,Egypt,Egypt,26.820553000000004,30.802497999999996,2020-05-24,17265.0,764.0,4807.0
32817,El Salvador,El Salvador,13.7942,-88.8965,2020-05-24,1915.0,35.0,633.0
32818,Equatorial Guinea,Equatorial Guinea,1.6508,10.2679,2020-05-24,960.0,11.0,165.0
32819,Eritrea,Eritrea,15.1794,39.7823,2020-05-24,39.0,0.0,39.0
32820,Estonia,Estonia,58.5953,25.0136,2020-05-24,1823.0,64.0,1532.0
32821,Eswatini,Eswatini,-26.5225,31.4659,2020-05-24,250.0,2.0,156.0
32822,Ethiopia,Ethiopia,9.145,40.4897,2020-05-24,582.0,5.0,152.0
32823,Fiji,Fiji,-17.7134,178.065,2020-05-24,18.0,0.0,15.0
32824,Finland,Finland,61.92411,25.748151,2020-05-24,6579.0,307.0,4800.0
32825,French Guiana,France,3.9339,-53.1258,2020-05-24,328.0,1.0,145.0
32826,French Polynesia,France,-17.6797,149.4068,2020-05-24,60.0,0.0,60.0
32827,Guadeloupe,France,16.265,-61.551,2020-05-24,161.0,14.0,115.0
32828,Mayotte,France,-12.8275,45.166244,2020-05-24,1587.0,20.0,894.0
32829,New Caledonia,France,-20.904304999999997,165.618042,2020-05-24,18.0,0.0,18.0
32830,Reunion,France,-21.1151,55.5364,2020-05-24,452.0,1.0,411.0
32831,Saint Barthelemy,France,17.9,-62.8333,2020-05-24,6.0,0.0,6.0
32832,St Martin,France,18.0708,-63.0501,2020-05-24,40.0,3.0,33.0
32833,Martinique,France,14.6415,-61.0242,2020-05-24,197.0,14.0,91.0
32834,France,France,46.2276,2.2137,2020-05-24,179859.0,28317.0,62961.0
32835,Gabon,Gabon,-0.8037,11.6094,2020-05-24,1934.0,12.0,459.0
32836,Gambia,Gambia,13.4432,-15.3101,2020-05-24,25.0,1.0,13.0
32837,Georgia,Georgia,42.3154,43.3569,2020-05-24,730.0,12.0,522.0
32838,Germany,Germany,51.165690999999995,10.451526,2020-05-24,180328.0,8283.0,160281.0
32839,Ghana,Ghana,7.9465,-1.0232,2020-05-24,6683.0,32.0,1998.0
32840,Greece,Greece,39.0742,21.8243,2020-05-24,2878.0,171.0,1374.0
32841,Guatemala,Guatemala,15.7835,-90.2308,2020-05-24,3424.0,58.0,258.0
32842,Guinea,Guinea,9.9456,-9.6966,2020-05-24,3275.0,20.0,1673.0
32843,Guyana,Guyana,4.860416000000002,-58.93018000000001,2020-05-24,135.0,10.0,62.0
32844,Haiti,Haiti,18.9712,-72.2852,2020-05-24,865.0,26.0,22.0
32845,Holy See,Holy See,41.9029,12.4534,2020-05-24,12.0,0.0,2.0
32846,Honduras,Honduras,15.2,-86.2419,2020-05-24,3950.0,180.0,468.0
32847,Hungary,Hungary,47.1625,19.5033,2020-05-24,3741.0,486.0,1690.0
32848,Iceland,Iceland,64.9631,-19.0208,2020-05-24,1804.0,10.0,1791.0
32849,India,India,20.593684,78.96288,2020-05-24,138536.0,4024.0,57692.0
32850,Indonesia,Indonesia,-0.7893,113.9213,2020-05-24,22271.0,1372.0,5402.0
32851,Iran,Iran,32.427908,53.68804599999999,2020-05-24,135701.0,7417.0,105801.0
32852,Iraq,Iraq,33.223191,43.679291,2020-05-24,4469.0,160.0,2738.0
32853,Ireland,Ireland,53.1424,-7.6921,2020-05-24,24639.0,1608.0,21060.0
32854,Israel,Israel,31.046051000000002,34.851612,2020-05-24,16717.0,279.0,14153.0
32855,Italy,Italy,41.87194,12.56738,2020-05-24,229858.0,32785.0,140479.0
32856,Jamaica,Jamaica,18.1096,-77.2975,2020-05-24,552.0,9.0,211.0
32857,Japan,Japan,36.204824,138.252924,2020-05-24,16451.0,852.0,13413.0
32858,Jordan,Jordan,31.24,36.51,2020-05-24,708.0,9.0,471.0
32859,Kazakhstan,Kazakhstan,48.0196,66.9237,2020-05-24,8531.0,35.0,4352.0
32860,Kenya,Kenya,-0.0236,37.9062,2020-05-24,1214.0,51.0,383.0
32861,"Korea, South","Korea, South",35.90775700000001,127.766922,2020-05-24,11206.0,267.0,10226.0
32862,Kuwait,Kuwait,29.311659999999996,47.481766,2020-05-24,21302.0,156.0,6117.0
32863,Kyrgyzstan,Kyrgyzstan,41.20438,74.766098,2020-05-24,1403.0,14.0,980.0
32864,Latvia,Latvia,56.8796,24.6032,2020-05-24,1047.0,22.0,712.0
32865,Lebanon,Lebanon,33.8547,35.8623,2020-05-24,1114.0,26.0,688.0
32866,Liberia,Liberia,6.4280550000000005,-9.429499,2020-05-24,265.0,26.0,139.0
32867,Liechtenstein,Liechtenstein,47.14,9.55,2020-05-24,82.0,1.0,55.0
32868,Lithuania,Lithuania,55.1694,23.8813,2020-05-24,1623.0,63.0,1138.0
32869,Luxembourg,Luxembourg,49.8153,6.1296,2020-05-24,3992.0,110.0,3767.0
32870,Madagascar,Madagascar,-18.766947000000002,46.869107,2020-05-24,527.0,2.0,142.0
32871,Malaysia,Malaysia,4.210483999999999,101.97576600000001,2020-05-24,7245.0,115.0,5945.0
32872,Maldives,Maldives,3.2028,73.2207,2020-05-24,1371.0,4.0,144.0
32873,Malta,Malta,35.9375,14.3754,2020-05-24,610.0,6.0,476.0
32874,Mauritania,Mauritania,21.0079,-10.9408,2020-05-24,237.0,6.0,15.0
32875,Mauritius,Mauritius,-20.348404000000002,57.552152,2020-05-24,334.0,10.0,322.0
32876,Mexico,Mexico,23.6345,-102.5528,2020-05-24,68620.0,7394.0,46979.0
32877,Moldova,Moldova,47.4116,28.3699,2020-05-24,7093.0,250.0,3713.0
32878,Monaco,Monaco,43.7333,7.4167,2020-05-24,98.0,4.0,90.0
32879,Mongolia,Mongolia,46.8625,103.8467,2020-05-24,141.0,0.0,32.0
32880,Montenegro,Montenegro,42.708678000000006,19.37439,2020-05-24,324.0,9.0,315.0
32881,Morocco,Morocco,31.7917,-7.0926,2020-05-24,7433.0,199.0,4703.0
32882,Namibia,Namibia,-22.9576,18.4904,2020-05-24,21.0,0.0,14.0
32883,Nepal,Nepal,28.1667,84.25,2020-05-24,603.0,3.0,87.0
32884,Aruba,Netherlands,12.5211,-69.9683,2020-05-24,101.0,3.0,95.0
32885,Curacao,Netherlands,12.1696,-68.99,2020-05-24,17.0,1.0,14.0
32886,Sint Maarten,Netherlands,18.0425,-63.0548,2020-05-24,77.0,15.0,59.0
32887,Netherlands,Netherlands,52.1326,5.2913,2020-05-24,45236.0,5822.0,0.0
32888,New Zealand,New Zealand,-40.9006,174.886,2020-05-24,1504.0,21.0,1456.0
32889,Nicaragua,Nicaragua,12.865416,-85.207229,2020-05-24,279.0,17.0,199.0
32890,Niger,Niger,17.607789,8.081666,2020-05-24,945.0,61.0,783.0
32891,Nigeria,Nigeria,9.082,8.6753,2020-05-24,7839.0,226.0,2263.0
32892,North Macedonia,North Macedonia,41.6086,21.7453,2020-05-24,1978.0,113.0,1422.0
32893,Norway,Norway,60.472,8.4689,2020-05-24,8352.0,235.0,7727.0
32894,Oman,Oman,21.512583,55.92325500000001,2020-05-24,7770.0,37.0,1933.0
32895,Pakistan,Pakistan,30.3753,69.3451,2020-05-24,56349.0,1167.0,17482.0
32896,Panama,Panama,8.538,-80.7821,2020-05-24,10926.0,306.0,6279.0
32897,Papua New Guinea,Papua New Guinea,-6.314993,143.95555,2020-05-24,8.0,0.0,8.0
32898,Paraguay,Paraguay,-23.4425,-58.4438,2020-05-24,862.0,11.0,307.0
32899,Peru,Peru,-9.19,-75.0152,2020-05-24,119959.0,3456.0,49795.0
32900,Philippines,Philippines,12.879721,121.77401699999999,2020-05-24,14035.0,868.0,3249.0
32901,Poland,Poland,51.9194,19.1451,2020-05-24,21326.0,996.0,9194.0
32902,Portugal,Portugal,39.3999,-8.2245,2020-05-24,30623.0,1316.0,17549.0
32903,Qatar,Qatar,25.3548,51.1839,2020-05-24,43714.0,23.0,9170.0
32904,Romania,Romania,45.9432,24.9668,2020-05-24,18070.0,1185.0,11399.0
32905,Russia,Russia,61.52401,105.31875600000001,2020-05-24,344481.0,3541.0,113299.0
32906,Rwanda,Rwanda,-1.9403,29.8739,2020-05-24,327.0,0.0,237.0
32907,Saint Lucia,Saint Lucia,13.9094,-60.9789,2020-05-24,18.0,0.0,18.0
32908,Saint Vincent and the Grenadines,Saint Vincent and the Grenadines,12.9843,-61.2872,2020-05-24,18.0,0.0,14.0
32909,San Marino,San Marino,43.9424,12.4578,2020-05-24,665.0,42.0,266.0
32910,Saudi Arabia,Saudi Arabia,23.885942,45.079162,2020-05-24,72560.0,390.0,43520.0
32911,Senegal,Senegal,14.4974,-14.4524,2020-05-24,3047.0,35.0,1456.0
32912,Serbia,Serbia,44.0165,21.0059,2020-05-24,11159.0,238.0,5857.0
32913,Seychelles,Seychelles,-4.6796,55.492,2020-05-24,11.0,0.0,11.0
32914,Singapore,Singapore,1.2833,103.8333,2020-05-24,31616.0,23.0,14876.0
32915,Slovakia,Slovakia,48.669,19.699,2020-05-24,1509.0,28.0,1301.0
32916,Slovenia,Slovenia,46.1512,14.9955,2020-05-24,1468.0,107.0,1340.0
32917,Somalia,Somalia,5.152149,46.199616,2020-05-24,1594.0,61.0,204.0
32918,South Africa,South Africa,-30.5595,22.9375,2020-05-24,22583.0,429.0,11100.0
32919,Spain,Spain,40.463667,-3.7492199999999998,2020-05-24,235772.0,28752.0,150376.0
32920,Sri Lanka,Sri Lanka,7.873054,80.77179699999998,2020-05-24,1141.0,9.0,674.0
32921,Sudan,Sudan,12.8628,30.2176,2020-05-24,3820.0,165.0,458.0
32922,Suriname,Suriname,3.9193,-56.0278,2020-05-24,11.0,1.0,9.0
32923,Sweden,Sweden,60.128161,18.643501,2020-05-24,33459.0,3998.0,0.0
32924,Switzerland,Switzerland,46.8182,8.2275,2020-05-24,30736.0,1906.0,28100.0
32925,Taiwan*,Taiwan*,23.7,121.0,2020-05-24,441.0,7.0,414.0
32926,Tanzania,Tanzania,-6.369028,34.888822,2020-05-24,509.0,21.0,183.0
32927,Thailand,Thailand,15.870032,100.992541,2020-05-24,3040.0,56.0,2921.0
32928,Togo,Togo,8.6195,0.8248,2020-05-24,381.0,12.0,141.0
32929,Trinidad and Tobago,Trinidad and Tobago,10.6918,-61.2225,2020-05-24,116.0,8.0,108.0
32930,Tunisia,Tunisia,33.886917,9.537499,2020-05-24,1051.0,48.0,917.0
32931,Turkey,Turkey,38.9637,35.2433,2020-05-24,156827.0,4340.0,118694.0
32932,Uganda,Uganda,1.373333,32.290275,2020-05-24,198.0,0.0,68.0
32933,Ukraine,Ukraine,48.3794,31.1656,2020-05-24,20986.0,617.0,7108.0
32934,United Arab Emirates,United Arab Emirates,23.424076,53.847818000000004,2020-05-24,29485.0,245.0,15056.0
32935,Bermuda,United Kingdom,32.3078,-64.7505,2020-05-24,133.0,9.0,81.0
32936,Cayman Islands,United Kingdom,19.3133,-81.2546,2020-05-24,129.0,1.0,61.0
32937,Channel Islands,United Kingdom,49.3723,-2.3644,2020-05-24,558.0,45.0,517.0
32938,Gibraltar,United Kingdom,36.1408,-5.3536,2020-05-24,154.0,0.0,147.0
32939,Isle of Man,United Kingdom,54.2361,-4.5481,2020-05-24,336.0,24.0,303.0
32940,Montserrat,United Kingdom,16.742498,-62.187366000000004,2020-05-24,11.0,1.0,10.0
32941,United Kingdom,United Kingdom,55.3781,-3.4360000000000004,2020-05-24,245680.0,37175.0,0.0
32942,Uruguay,Uruguay,-32.5228,-55.7658,2020-05-24,769.0,22.0,618.0
32943,US,US,40.0,-100.0,2020-05-24,1651289.0,98754.0,366736.0
32944,Uzbekistan,Uzbekistan,41.377491,64.585262,2020-05-24,3164.0,13.0,2565.0
32945,Venezuela,Venezuela,6.4238,-66.5897,2020-05-24,1121.0,10.0,262.0
32946,Vietnam,Vietnam,14.058323999999999,108.277199,2020-05-24,325.0,0.0,267.0
32947,Zambia,Zambia,-13.133897,27.849332,2020-05-24,920.0,7.0,336.0
32948,Zimbabwe,Zimbabwe,-19.015438,29.154857,2020-05-24,56.0,4.0,25.0
32949,Diamond Princess,Canada,0.0,0.0,2020-05-24,1.0,1.0,0.0
32950,Dominica,Dominica,15.415,-61.371,2020-05-24,16.0,0.0,16.0
32951,Grenada,Grenada,12.1165,-61.678999999999995,2020-05-24,22.0,0.0,0.0
32952,Mozambique,Mozambique,-18.665695,35.529562,2020-05-24,194.0,0.0,0.0
32953,Syria,Syria,34.802075,38.99681500000001,2020-05-24,86.0,4.0,0.0
32954,Timor-Leste,Timor-Leste,-8.874217,125.727539,2020-05-24,24.0,0.0,0.0
32955,Belize,Belize,17.1899,-88.4976,2020-05-24,18.0,2.0,16.0
32956,Laos,Laos,19.856270000000002,102.495496,2020-05-24,19.0,0.0,0.0
32957,Libya,Libya,26.3351,17.228331,2020-05-24,75.0,3.0,39.0
32958,West Bank and Gaza,West Bank and Gaza,31.9522,35.2332,2020-05-24,423.0,3.0,357.0
32959,Guinea-Bissau,Guinea-Bissau,11.8037,-15.1804,2020-05-24,1114.0,6.0,42.0
32960,Mali,Mali,17.570692,-3.996166000000001,2020-05-24,1030.0,65.0,597.0
32961,Saint Kitts and Nevis,Saint Kitts and Nevis,17.357822,-62.782998,2020-05-24,15.0,0.0,15.0
32962,Northwest Territories,Canada,64.8255,-124.8457,2020-05-24,5.0,0.0,0.0
32963,Yukon,Canada,64.2823,-135.0,2020-05-24,11.0,0.0,0.0
32964,Kosovo,Kosovo,42.602636,20.902977,2020-05-24,1032.0,29.0,785.0
32965,Burma,Burma,21.9162,95.956,2020-05-24,201.0,6.0,122.0
32966,Anguilla,United Kingdom,18.2206,-63.0686,2020-05-24,3.0,0.0,3.0
32967,British Virgin Islands,United Kingdom,18.4207,-64.64,2020-05-24,8.0,1.0,6.0
32968,Turks and Caicos Islands,United Kingdom,21.69400000000001,-71.7979,2020-05-24,12.0,1.0,10.0
32969,MS Zaandam,MS Zaandam,0.0,0.0,2020-05-24,9.0,2.0,0.0
32970,Botswana,Botswana,-22.3285,24.6849,2020-05-24,35.0,1.0,19.0
32971,Burundi,Burundi,-3.3731,29.9189,2020-05-24,42.0,1.0,20.0
32972,Sierra Leone,Sierra Leone,8.460555000000001,-11.779889,2020-05-24,707.0,40.0,241.0
32973,"Bonaire, Sint Eustatius and Saba",Netherlands,12.1784,-68.2385,2020-05-24,6.0,0.0,6.0
32974,Malawi,Malawi,-13.2543,34.3015,2020-05-24,83.0,4.0,33.0
32975,Falkland Islands (Malvinas),United Kingdom,-51.7963,-59.5236,2020-05-24,13.0,0.0,13.0
32976,Saint Pierre and Miquelon,France,46.8852,-56.3159,2020-05-24,1.0,0.0,1.0
32977,South Sudan,South Sudan,6.8770000000000024,31.307,2020-05-24,655.0,8.0,0.0
32978,Western Sahara,Western Sahara,24.2155,-12.8858,2020-05-24,9.0,0.0,6.0
32979,Sao Tome and Principe,Sao Tome and Principe,0.1864,6.6131,2020-05-24,251.0,8.0,4.0
32980,Yemen,Yemen,15.552726999999999,48.516388,2020-05-24,222.0,42.0,10.0
32981,Comoros,Comoros,-11.6455,43.3333,2020-05-24,87.0,1.0,21.0
32982,Tajikistan,Tajikistan,38.861,71.2761,2020-05-24,2929.0,46.0,1301.0
32983,Lesotho,Lesotho,-29.61,28.2336,2020-05-24,2.0,0.0,0.0
32984,Afghanistan,Afghanistan,33.93911,67.709953,2020-05-25,11173.0,219.0,1097.0
32985,Albania,Albania,41.1533,20.1683,2020-05-25,1004.0,32.0,795.0
32986,Algeria,Algeria,28.0339,1.6596,2020-05-25,8503.0,609.0,4747.0
32987,Andorra,Andorra,42.5063,1.5218,2020-05-25,763.0,51.0,663.0
32988,Angola,Angola,-11.2027,17.8739,2020-05-25,70.0,4.0,18.0
32989,Antigua and Barbuda,Antigua and Barbuda,17.0608,-61.7964,2020-05-25,25.0,3.0,19.0
32990,Argentina,Argentina,-38.4161,-63.6167,2020-05-25,12628.0,467.0,3999.0
32991,Armenia,Armenia,40.0691,45.0382,2020-05-25,7113.0,87.0,3145.0
32992,Australian Capital Territory,Australia,-35.4735,149.0124,2020-05-25,107.0,3.0,104.0
32993,New South Wales,Australia,-33.8688,151.2093,2020-05-25,3092.0,48.0,2661.0
32994,Northern Territory,Australia,-12.4634,130.8456,2020-05-25,29.0,0.0,29.0
32995,Queensland,Australia,-27.4698,153.0251,2020-05-25,1057.0,6.0,1039.0
32996,South Australia,Australia,-34.9285,138.6007,2020-05-25,439.0,4.0,435.0
32997,Tasmania,Australia,-42.8821,147.3272,2020-05-25,228.0,13.0,202.0
32998,Victoria,Australia,-37.8136,144.9631,2020-05-25,1610.0,19.0,1533.0
32999,Western Australia,Australia,-31.9505,115.8605,2020-05-25,564.0,9.0,549.0
33000,Austria,Austria,47.5162,14.5501,2020-05-25,16539.0,641.0,15138.0
33001,Azerbaijan,Azerbaijan,40.1431,47.5769,2020-05-25,4271.0,51.0,2741.0
33002,Bahamas,Bahamas,25.025885,-78.035889,2020-05-25,100.0,11.0,46.0
33003,Bahrain,Bahrain,26.0275,50.55,2020-05-25,9171.0,14.0,4753.0
33004,Bangladesh,Bangladesh,23.685,90.3563,2020-05-25,35585.0,501.0,7334.0
33005,Barbados,Barbados,13.1939,-59.5432,2020-05-25,92.0,7.0,71.0
33006,Belarus,Belarus,53.7098,27.9534,2020-05-25,37144.0,204.0,14449.0
33007,Belgium,Belgium,50.8333,4.469936,2020-05-25,57342.0,9312.0,15297.0
33008,Benin,Benin,9.3077,2.3158,2020-05-25,191.0,3.0,84.0
33009,Bhutan,Bhutan,27.5142,90.4336,2020-05-25,27.0,0.0,6.0
33010,Bolivia,Bolivia,-16.2902,-63.5887,2020-05-25,6660.0,261.0,647.0
33011,Bosnia and Herzegovina,Bosnia and Herzegovina,43.9159,17.6791,2020-05-25,2406.0,146.0,1696.0
33012,Brazil,Brazil,-14.235,-51.9253,2020-05-25,374898.0,23473.0,153833.0
33013,Brunei,Brunei,4.5353,114.7277,2020-05-25,141.0,1.0,137.0
33014,Bulgaria,Bulgaria,42.7339,25.4858,2020-05-25,2433.0,130.0,862.0
33015,Burkina Faso,Burkina Faso,12.2383,-1.5616,2020-05-25,832.0,52.0,672.0
33016,Cabo Verde,Cabo Verde,16.5388,-23.0418,2020-05-25,390.0,3.0,155.0
33017,Cambodia,Cambodia,11.55,104.9167,2020-05-25,124.0,0.0,122.0
33018,Cameroon,Cameroon,3.8480000000000003,11.5021,2020-05-25,4890.0,165.0,0.0
33019,Alberta,Canada,53.9333,-116.5765,2020-05-25,6879.0,138.0,0.0
33020,British Columbia,Canada,53.7267,-127.6476,2020-05-25,2530.0,161.0,0.0
33021,Grand Princess,Canada,0.0,0.0,2020-05-25,13.0,0.0,0.0
33022,Manitoba,Canada,53.7609,-98.8139,2020-05-25,292.0,7.0,0.0
33023,New Brunswick,Canada,46.5653,-66.4619,2020-05-25,121.0,0.0,0.0
33024,Newfoundland and Labrador,Canada,53.1355,-57.6604,2020-05-25,260.0,3.0,0.0
33025,Nova Scotia,Canada,44.681999999999995,-63.7443,2020-05-25,1051.0,58.0,0.0
33026,Ontario,Canada,51.2538,-85.3232,2020-05-25,27302.0,2210.0,0.0
33027,Prince Edward Island,Canada,46.5107,-63.4168,2020-05-25,27.0,0.0,0.0
33028,Quebec,Canada,52.9399,-73.5491,2020-05-25,47993.0,4070.0,0.0
33029,Saskatchewan,Canada,52.9399,-106.4509,2020-05-25,634.0,7.0,0.0
33030,Central African Republic,Central African Republic,6.6111,20.9394,2020-05-25,652.0,1.0,22.0
33031,Chad,Chad,15.4542,18.7322,2020-05-25,687.0,61.0,244.0
33032,Chile,Chile,-35.6751,-71.543,2020-05-25,73997.0,761.0,29302.0
33033,Anhui,China,31.8257,117.2264,2020-05-25,991.0,6.0,985.0
33034,Beijing,China,40.1824,116.4142,2020-05-25,593.0,9.0,581.0
33035,Chongqing,China,30.0572,107.874,2020-05-25,579.0,6.0,573.0
33036,Fujian,China,26.0789,117.9874,2020-05-25,357.0,1.0,355.0
33037,Gansu,China,35.7518,104.2861,2020-05-25,139.0,2.0,137.0
33038,Guangdong,China,23.3417,113.4244,2020-05-25,1592.0,8.0,1581.0
33039,Guangxi,China,23.8298,108.7881,2020-05-25,254.0,2.0,252.0
33040,Guizhou,China,26.8154,106.8748,2020-05-25,147.0,2.0,145.0
33041,Hainan,China,19.1959,109.7453,2020-05-25,169.0,6.0,162.0
33042,Hebei,China,39.549,116.1306,2020-05-25,328.0,6.0,0.0
33043,Heilongjiang,China,47.861999999999995,127.7615,2020-05-25,945.0,13.0,932.0
33044,Henan,China,37.8957,114.9042,2020-05-25,1276.0,22.0,0.0
33045,Hong Kong,China,22.3,114.2,2020-05-25,1065.0,4.0,1030.0
33046,Hubei,China,30.9756,112.2707,2020-05-25,68135.0,4512.0,63617.0
33047,Hunan,China,27.6104,111.7088,2020-05-25,1019.0,4.0,1015.0
33048,Inner Mongolia,China,44.0935,113.9448,2020-05-25,232.0,1.0,204.0
33049,Jiangsu,China,32.9711,119.455,2020-05-25,653.0,0.0,653.0
33050,Jiangxi,China,27.614,115.7221,2020-05-25,937.0,1.0,936.0
33051,Jilin,China,43.6661,126.1923,2020-05-25,155.0,2.0,128.0
33052,Liaoning,China,41.2956,122.6085,2020-05-25,149.0,2.0,147.0
33053,Macau,China,22.1667,113.55,2020-05-25,45.0,0.0,45.0
33054,Ningxia,China,37.2692,106.1655,2020-05-25,75.0,0.0,75.0
33055,Qinghai,China,35.7452,95.9956,2020-05-25,18.0,0.0,18.0
33056,Shaanxi,China,35.1917,108.8701,2020-05-25,308.0,3.0,305.0
33057,Shandong,China,36.3427,118.1498,2020-05-25,788.0,7.0,780.0
33058,Shanghai,China,31.201999999999998,121.4491,2020-05-25,669.0,7.0,652.0
33059,Shanxi,China,37.5777,112.2922,2020-05-25,198.0,0.0,198.0
33060,Sichuan,China,30.6171,102.7103,2020-05-25,564.0,3.0,558.0
33061,Tianjin,China,39.3054,117.323,2020-05-25,192.0,3.0,188.0
33062,Tibet,China,31.6927,88.0924,2020-05-25,1.0,0.0,1.0
33063,Xinjiang,China,41.1129,85.2401,2020-05-25,76.0,3.0,73.0
33064,Yunnan,China,24.974,101.48700000000001,2020-05-25,185.0,2.0,0.0
33065,Zhejiang,China,29.1832,120.0934,2020-05-25,1268.0,1.0,1267.0
33066,Colombia,Colombia,4.5709,-74.2973,2020-05-25,21981.0,750.0,5265.0
33067,Congo (Brazzaville),Congo (Brazzaville),-0.228,15.8277,2020-05-25,487.0,16.0,147.0
33068,Congo (Kinshasa),Congo (Kinshasa),-4.0383,21.7587,2020-05-25,2297.0,67.0,337.0
33069,Costa Rica,Costa Rica,9.7489,-83.7534,2020-05-25,951.0,10.0,628.0
33070,Cote d'Ivoire,Cote d'Ivoire,7.54,-5.5471,2020-05-25,2423.0,30.0,1257.0
33071,Croatia,Croatia,45.1,15.2,2020-05-25,2244.0,100.0,2035.0
33072,Diamond Princess,Diamond Princess,0.0,0.0,2020-05-25,712.0,13.0,651.0
33073,Cuba,Cuba,21.521757,-77.78116700000002,2020-05-25,1947.0,82.0,1704.0
33074,Cyprus,Cyprus,35.1264,33.4299,2020-05-25,937.0,17.0,594.0
33075,Czechia,Czechia,49.8175,15.472999999999999,2020-05-25,9002.0,317.0,0.0
33076,Faroe Islands,Denmark,61.8926,-6.9118,2020-05-25,187.0,0.0,187.0
33077,Greenland,Denmark,71.7069,-42.6043,2020-05-25,12.0,0.0,11.0
33078,Denmark,Denmark,56.2639,9.5018,2020-05-25,11387.0,563.0,9964.0
33079,Djibouti,Djibouti,11.8251,42.5903,2020-05-25,2468.0,14.0,1079.0
33080,Dominican Republic,Dominican Republic,18.7357,-70.1627,2020-05-25,15073.0,460.0,8285.0
33081,Ecuador,Ecuador,-1.8312,-78.1834,2020-05-25,37355.0,3203.0,18003.0
33082,Egypt,Egypt,26.820553000000004,30.802497999999996,2020-05-25,17967.0,783.0,4900.0
33083,El Salvador,El Salvador,13.7942,-88.8965,2020-05-25,1983.0,35.0,772.0
33084,Equatorial Guinea,Equatorial Guinea,1.6508,10.2679,2020-05-25,1043.0,12.0,165.0
33085,Eritrea,Eritrea,15.1794,39.7823,2020-05-25,39.0,0.0,39.0
33086,Estonia,Estonia,58.5953,25.0136,2020-05-25,1824.0,65.0,1538.0
33087,Eswatini,Eswatini,-26.5225,31.4659,2020-05-25,256.0,2.0,158.0
33088,Ethiopia,Ethiopia,9.145,40.4897,2020-05-25,655.0,5.0,159.0
33089,Fiji,Fiji,-17.7134,178.065,2020-05-25,18.0,0.0,15.0
33090,Finland,Finland,61.92411,25.748151,2020-05-25,6599.0,308.0,5100.0
33091,French Guiana,France,3.9339,-53.1258,2020-05-25,353.0,1.0,146.0
33092,French Polynesia,France,-17.6797,149.4068,2020-05-25,60.0,0.0,60.0
33093,Guadeloupe,France,16.265,-61.551,2020-05-25,161.0,14.0,115.0
33094,Mayotte,France,-12.8275,45.166244,2020-05-25,1609.0,20.0,894.0
33095,New Caledonia,France,-20.904304999999997,165.618042,2020-05-25,18.0,0.0,18.0
33096,Reunion,France,-21.1151,55.5364,2020-05-25,456.0,1.0,411.0
33097,Saint Barthelemy,France,17.9,-62.8333,2020-05-25,6.0,0.0,6.0
33098,St Martin,France,18.0708,-63.0501,2020-05-25,40.0,3.0,33.0
33099,Martinique,France,14.6415,-61.0242,2020-05-25,197.0,14.0,91.0
33100,France,France,46.2276,2.2137,2020-05-25,180166.0,28407.0,63542.0
33101,Gabon,Gabon,-0.8037,11.6094,2020-05-25,2135.0,14.0,562.0
33102,Gambia,Gambia,13.4432,-15.3101,2020-05-25,25.0,1.0,17.0
33103,Georgia,Georgia,42.3154,43.3569,2020-05-25,731.0,12.0,526.0
33104,Germany,Germany,51.165690999999995,10.451526,2020-05-25,180600.0,8309.0,161199.0
33105,Ghana,Ghana,7.9465,-1.0232,2020-05-25,6808.0,32.0,2070.0
33106,Greece,Greece,39.0742,21.8243,2020-05-25,2882.0,172.0,1374.0
33107,Guatemala,Guatemala,15.7835,-90.2308,2020-05-25,3760.0,59.0,274.0
33108,Guinea,Guinea,9.9456,-9.6966,2020-05-25,3275.0,20.0,1673.0
33109,Guyana,Guyana,4.860416000000002,-58.93018000000001,2020-05-25,137.0,11.0,62.0
